Source,Target,IntervalNumber,StartTime,EndTime,Duration,DurationRatio,RangeMax,RangeMin,RangeRate,LinkID,LinkType
LEO_46 +X_OCT,LEO_61 -X_OCT,1,16-Feb-2023 00:04:30,16-Feb-2023 00:15:30,660,0.0916666666666667,4251925.9607,3483308.0366,30,LEO_46 +X_OCT--LEO_61 -X_OCT--1,LEO_LEO
LEO_46 +X_OCT,LEO_61 -X_OCT,2,16-Feb-2023 00:59:30,16-Feb-2023 01:10:30,660,0.0916666666666667,4193878.2699,3481209.8946,30,LEO_46 +X_OCT--LEO_61 -X_OCT--2,LEO_LEO
LEO_47 +X_OCT,LEO_62 -X_OCT,2,16-Feb-2023 00:45:30,16-Feb-2023 00:56:30,660,0.0916666666666667,4260503.5615,3483888.8937,30,LEO_47 +X_OCT--LEO_62 -X_OCT--2,LEO_LEO
LEO_47 +X_OCT,LEO_62 -X_OCT,3,16-Feb-2023 01:40:30,16-Feb-2023 01:51:30,660,0.0916666666666667,4186679.6702,3481179.6337,30,LEO_47 +X_OCT--LEO_62 -X_OCT--3,LEO_LEO
LEO_48 +X_OCT,LEO_63 -X_OCT,1,16-Feb-2023 00:32:30,16-Feb-2023 00:43:30,660,0.0916666666666667,4285229.4269,3485938.6193,30,LEO_48 +X_OCT--LEO_63 -X_OCT--1,LEO_LEO
LEO_48 +X_OCT,LEO_63 -X_OCT,2,16-Feb-2023 01:26:30,16-Feb-2023 01:37:30,660,0.0916666666666667,4269110.8444,3484539.6299,30,LEO_48 +X_OCT--LEO_63 -X_OCT--2,LEO_LEO
LEO_1 -X_OCT,LEO_35 +Y_OCT,1,16-Feb-2023 01:03:30,16-Feb-2023 01:14:30,660,0.0916666666666667,7899999.4057,5412550.9947,30,LEO_1 -X_OCT--LEO_35 +Y_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_35 -Y_OCT,1,16-Feb-2023 00:08:30,16-Feb-2023 00:19:30,660,0.0916666666666667,7778319.4238,5415250.0975,30,LEO_1 -X_OCT--LEO_35 -Y_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_49 +X_OCT,1,16-Feb-2023 00:16:30,16-Feb-2023 00:27:30,660,0.0916666666666667,4243669.3498,3482813.3745,30,LEO_1 -X_OCT--LEO_49 +X_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_49 +X_OCT,2,16-Feb-2023 01:11:30,16-Feb-2023 01:22:30,660,0.0916666666666667,4201958.0481,3481305.6587,30,LEO_1 -X_OCT--LEO_49 +X_OCT--2,LEO_LEO
LEO_2 -X_OCT,LEO_36 +Y_OCT,1,16-Feb-2023 00:49:30,16-Feb-2023 01:00:30,660,0.0916666666666667,7764416.5862,5415997.3724,30,LEO_2 -X_OCT--LEO_36 +Y_OCT--1,LEO_LEO
LEO_2 -X_OCT,LEO_36 -Y_OCT,3,16-Feb-2023 01:44:30,16-Feb-2023 01:55:30,660,0.0916666666666667,7886027.8623,5412512.0715,30,LEO_2 -X_OCT--LEO_36 -Y_OCT--3,LEO_LEO
LEO_2 -X_OCT,LEO_50 +X_OCT,2,16-Feb-2023 00:57:30,16-Feb-2023 01:08:30,660,0.0916666666666667,4252217.9916,3483326.6943,30,LEO_2 -X_OCT--LEO_50 +X_OCT--2,LEO_LEO
LEO_3 -X_OCT,LEO_37 +Y_OCT,1,16-Feb-2023 00:35:30,16-Feb-2023 00:46:30,660,0.0916666666666667,7629692.8352,5418634.4608,30,LEO_3 -X_OCT--LEO_37 +Y_OCT--1,LEO_LEO
LEO_3 -X_OCT,LEO_37 -Y_OCT,1,16-Feb-2023 01:30:30,16-Feb-2023 01:41:30,660,0.0916666666666667,7750522.8181,5416834.5723,30,LEO_3 -X_OCT--LEO_37 -Y_OCT--1,LEO_LEO
LEO_3 -X_OCT,LEO_51 +X_OCT,2,16-Feb-2023 00:44:30,16-Feb-2023 00:55:30,660,0.0916666666666667,4293623.1844,3486759.0197,30,LEO_3 -X_OCT--LEO_51 +X_OCT--2,LEO_LEO
LEO_3 -X_OCT,LEO_51 +X_OCT,3,16-Feb-2023 01:38:30,16-Feb-2023 01:49:30,660,0.0916666666666667,4260796.6097,3483909.9352,30,LEO_3 -X_OCT--LEO_51 +X_OCT--3,LEO_LEO
LEO_4 -X_OCT,LEO_38 -Y_OCT,1,16-Feb-2023 01:16:30,16-Feb-2023 01:27:30,660,0.0916666666666667,7615900.5547,5417629.8312,30,LEO_4 -X_OCT--LEO_38 -Y_OCT--1,LEO_LEO
LEO_4 -X_OCT,LEO_52 +X_OCT,1,16-Feb-2023 00:30:30,16-Feb-2023 00:41:30,660,0.0916666666666667,4210354.3607,3481473.6813,30,LEO_4 -X_OCT--LEO_52 +X_OCT--1,LEO_LEO
LEO_4 -X_OCT,LEO_52 +X_OCT,2,16-Feb-2023 01:25:30,16-Feb-2023 01:36:30,660,0.0916666666666667,4284933.5564,3485910.8419,30,LEO_4 -X_OCT--LEO_52 +X_OCT--2,LEO_LEO
LEO_5 -X_OCT,LEO_39 +Y_OCT,1,16-Feb-2023 00:08:30,16-Feb-2023 00:19:30,660,0.0916666666666667,7778319.4238,5415250.0975,30,LEO_5 -X_OCT--LEO_39 +Y_OCT--1,LEO_LEO
LEO_5 -X_OCT,LEO_39 -Y_OCT,1,16-Feb-2023 01:03:30,16-Feb-2023 01:14:30,660,0.0916666666666667,7899999.4057,5412550.9947,30,LEO_5 -X_OCT--LEO_39 -Y_OCT--1,LEO_LEO
LEO_5 -X_OCT,LEO_53 +X_OCT,1,16-Feb-2023 00:16:30,16-Feb-2023 00:27:30,660,0.0916666666666667,4243669.3498,3482813.3745,30,LEO_5 -X_OCT--LEO_53 +X_OCT--1,LEO_LEO
LEO_5 -X_OCT,LEO_53 +X_OCT,2,16-Feb-2023 01:11:30,16-Feb-2023 01:22:30,660,0.0916666666666667,4201958.0481,3481305.6587,30,LEO_5 -X_OCT--LEO_53 +X_OCT--2,LEO_LEO
LEO_6 -X_OCT,LEO_40 +Y_OCT,3,16-Feb-2023 01:44:30,16-Feb-2023 01:55:30,660,0.0916666666666667,7886027.8623,5412512.0715,30,LEO_6 -X_OCT--LEO_40 +Y_OCT--3,LEO_LEO
LEO_6 -X_OCT,LEO_40 -Y_OCT,1,16-Feb-2023 00:49:30,16-Feb-2023 01:00:30,660,0.0916666666666667,7764416.5862,5415997.3724,30,LEO_6 -X_OCT--LEO_40 -Y_OCT--1,LEO_LEO
LEO_6 -X_OCT,LEO_54 +X_OCT,2,16-Feb-2023 00:57:30,16-Feb-2023 01:08:30,660,0.0916666666666667,4252217.9916,3483326.6943,30,LEO_6 -X_OCT--LEO_54 +X_OCT--2,LEO_LEO
LEO_7 -X_OCT,LEO_33 +Y_OCT,1,16-Feb-2023 01:30:30,16-Feb-2023 01:41:30,660,0.0916666666666667,7750522.8181,5416834.5723,30,LEO_7 -X_OCT--LEO_33 +Y_OCT--1,LEO_LEO
LEO_7 -X_OCT,LEO_33 -Y_OCT,1,16-Feb-2023 00:35:30,16-Feb-2023 00:46:30,660,0.0916666666666667,7629692.8352,5418634.4608,30,LEO_7 -X_OCT--LEO_33 -Y_OCT--1,LEO_LEO
LEO_7 -X_OCT,LEO_55 +X_OCT,2,16-Feb-2023 00:44:30,16-Feb-2023 00:55:30,660,0.0916666666666667,4293623.1844,3486759.0197,30,LEO_7 -X_OCT--LEO_55 +X_OCT--2,LEO_LEO
LEO_7 -X_OCT,LEO_55 +X_OCT,3,16-Feb-2023 01:38:30,16-Feb-2023 01:49:30,660,0.0916666666666667,4260796.6097,3483909.9352,30,LEO_7 -X_OCT--LEO_55 +X_OCT--3,LEO_LEO
LEO_8 -X_OCT,LEO_34 +Y_OCT,1,16-Feb-2023 01:16:30,16-Feb-2023 01:27:30,660,0.0916666666666667,7615900.5547,5417629.8312,30,LEO_8 -X_OCT--LEO_34 +Y_OCT--1,LEO_LEO
LEO_8 -X_OCT,LEO_56 +X_OCT,1,16-Feb-2023 00:30:30,16-Feb-2023 00:41:30,660,0.0916666666666667,4210354.3607,3481473.6813,30,LEO_8 -X_OCT--LEO_56 +X_OCT--1,LEO_LEO
LEO_8 -X_OCT,LEO_56 +X_OCT,2,16-Feb-2023 01:25:30,16-Feb-2023 01:36:30,660,0.0916666666666667,4284933.5564,3485910.8419,30,LEO_8 -X_OCT--LEO_56 +X_OCT--2,LEO_LEO
LEO_9 -X_OCT,LEO_43 +Y_OCT,1,16-Feb-2023 01:01:30,16-Feb-2023 01:12:30,660,0.0916666666666667,7777845.1467,5415274.1003,30,LEO_9 -X_OCT--LEO_43 +Y_OCT--1,LEO_LEO
LEO_9 -X_OCT,LEO_43 -Y_OCT,1,16-Feb-2023 00:06:30,16-Feb-2023 00:17:30,660,0.0916666666666667,7656840.4954,5420871.0595,30,LEO_9 -X_OCT--LEO_43 -Y_OCT--1,LEO_LEO
LEO_9 -X_OCT,LEO_57 +X_OCT,2,16-Feb-2023 01:09:30,16-Feb-2023 01:20:30,660,0.0916666666666667,4243960.3883,3482829.7282,30,LEO_9 -X_OCT--LEO_57 +X_OCT--2,LEO_LEO
LEO_10 -X_OCT,LEO_44 +Y_OCT,1,16-Feb-2023 00:47:30,16-Feb-2023 00:58:30,660,0.0916666666666667,7643025.7351,5419690.0464,30,LEO_10 -X_OCT--LEO_44 +Y_OCT--1,LEO_LEO
LEO_10 -X_OCT,LEO_44 -Y_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:53:30,660,0.0916666666666667,7763942.6143,5416024.4428,30,LEO_10 -X_OCT--LEO_44 -Y_OCT--2,LEO_LEO
LEO_10 -X_OCT,LEO_58 +X_OCT,1,16-Feb-2023 00:01:30,16-Feb-2023 00:12:30,660,0.0916666666666667,4226952.1712,3482008.2261,30,LEO_10 -X_OCT--LEO_58 +X_OCT--1,LEO_LEO
LEO_11 -X_OCT,LEO_45 -Y_OCT,1,16-Feb-2023 01:28:30,16-Feb-2023 01:39:30,660,0.0916666666666667,7629222.2832,5418598.7211,30,LEO_11 -X_OCT--LEO_45 -Y_OCT--1,LEO_LEO
LEO_11 -X_OCT,LEO_59 +X_OCT,1,16-Feb-2023 00:42:30,16-Feb-2023 00:53:30,660,0.0916666666666667,4218494.2379,3481702.4904,30,LEO_11 -X_OCT--LEO_59 +X_OCT--1,LEO_LEO
LEO_11 -X_OCT,LEO_59 +X_OCT,2,16-Feb-2023 01:37:30,16-Feb-2023 01:48:30,660,0.0916666666666667,4293326.3693,3486728.9464,30,LEO_11 -X_OCT--LEO_59 +X_OCT--2,LEO_LEO
LEO_12 -X_OCT,LEO_46 +Y_OCT,1,16-Feb-2023 00:20:30,16-Feb-2023 00:31:30,660,0.0916666666666667,7791756.5077,5414613.7292,30,LEO_12 -X_OCT--LEO_46 +Y_OCT--1,LEO_LEO
LEO_12 -X_OCT,LEO_60 +X_OCT,1,16-Feb-2023 00:28:30,16-Feb-2023 00:39:30,660,0.0916666666666667,4235440.9906,3482383.9814,30,LEO_12 -X_OCT--LEO_60 +X_OCT--1,LEO_LEO
LEO_12 -X_OCT,LEO_60 +X_OCT,2,16-Feb-2023 01:23:30,16-Feb-2023 01:34:30,660,0.0916666666666667,4210067.4996,3481466.7972,30,LEO_12 -X_OCT--LEO_60 +X_OCT--2,LEO_LEO
LEO_13 -X_OCT,LEO_47 +Y_OCT,1,16-Feb-2023 00:06:30,16-Feb-2023 00:17:30,660,0.0916666666666667,7656840.4954,5420871.0595,30,LEO_13 -X_OCT--LEO_47 +Y_OCT--1,LEO_LEO
LEO_13 -X_OCT,LEO_47 -Y_OCT,1,16-Feb-2023 01:01:30,16-Feb-2023 01:12:30,660,0.0916666666666667,7777845.1467,5415274.1003,30,LEO_13 -X_OCT--LEO_47 -Y_OCT--1,LEO_LEO
LEO_13 -X_OCT,LEO_61 +X_OCT,2,16-Feb-2023 01:09:30,16-Feb-2023 01:20:30,660,0.0916666666666667,4243960.3883,3482829.7282,30,LEO_13 -X_OCT--LEO_61 +X_OCT--2,LEO_LEO
LEO_14 -X_OCT,LEO_48 +Y_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:53:30,660,0.0916666666666667,7763942.6143,5416024.4428,30,LEO_14 -X_OCT--LEO_48 +Y_OCT--2,LEO_LEO
LEO_14 -X_OCT,LEO_48 -Y_OCT,1,16-Feb-2023 00:47:30,16-Feb-2023 00:58:30,660,0.0916666666666667,7643025.7351,5419690.0464,30,LEO_14 -X_OCT--LEO_48 -Y_OCT--1,LEO_LEO
LEO_14 -X_OCT,LEO_62 +X_OCT,1,16-Feb-2023 00:01:30,16-Feb-2023 00:12:30,660,0.0916666666666667,4226952.1712,3482008.2261,30,LEO_14 -X_OCT--LEO_62 +X_OCT--1,LEO_LEO
LEO_15 -X_OCT,LEO_41 +Y_OCT,1,16-Feb-2023 01:28:30,16-Feb-2023 01:39:30,660,0.0916666666666667,7629222.2832,5418598.7211,30,LEO_15 -X_OCT--LEO_41 +Y_OCT--1,LEO_LEO
LEO_15 -X_OCT,LEO_63 +X_OCT,1,16-Feb-2023 00:42:30,16-Feb-2023 00:53:30,660,0.0916666666666667,4218494.2379,3481702.4904,30,LEO_15 -X_OCT--LEO_63 +X_OCT--1,LEO_LEO
LEO_15 -X_OCT,LEO_63 +X_OCT,2,16-Feb-2023 01:37:30,16-Feb-2023 01:48:30,660,0.0916666666666667,4293326.3693,3486728.9464,30,LEO_15 -X_OCT--LEO_63 +X_OCT--2,LEO_LEO
LEO_16 -X_OCT,LEO_42 -Y_OCT,1,16-Feb-2023 00:20:30,16-Feb-2023 00:31:30,660,0.0916666666666667,7791756.5077,5414613.7292,30,LEO_16 -X_OCT--LEO_42 -Y_OCT--1,LEO_LEO
LEO_16 -X_OCT,LEO_64 +X_OCT,1,16-Feb-2023 00:28:30,16-Feb-2023 00:39:30,660,0.0916666666666667,4235440.9906,3482383.9814,30,LEO_16 -X_OCT--LEO_64 +X_OCT--1,LEO_LEO
LEO_16 -X_OCT,LEO_64 +X_OCT,2,16-Feb-2023 01:23:30,16-Feb-2023 01:34:30,660,0.0916666666666667,4210067.4996,3481466.7972,30,LEO_16 -X_OCT--LEO_64 +X_OCT--2,LEO_LEO
LEO_17 -X_OCT,LEO_51 +Y_OCT,1,16-Feb-2023 00:59:30,16-Feb-2023 01:10:30,660,0.0916666666666667,7656369.1853,5420829.3068,30,LEO_17 -X_OCT--LEO_51 +Y_OCT--1,LEO_LEO
LEO_18 -X_OCT,LEO_52 -Y_OCT,2,16-Feb-2023 01:40:30,16-Feb-2023 01:51:30,660,0.0916666666666667,7642554.8064,5419651.3512,30,LEO_18 -X_OCT--LEO_52 -Y_OCT--2,LEO_LEO
LEO_19 -X_OCT,LEO_53 +Y_OCT,1,16-Feb-2023 00:32:30,16-Feb-2023 00:43:30,660,0.0916666666666667,7805201.597,5414061.3401,30,LEO_19 -X_OCT--LEO_53 +Y_OCT--1,LEO_LEO
LEO_20 -X_OCT,LEO_54 +Y_OCT,1,16-Feb-2023 00:18:30,16-Feb-2023 00:29:30,660,0.0916666666666667,7670194.6209,5422096.8773,30,LEO_20 -X_OCT--LEO_54 +Y_OCT--1,LEO_LEO
LEO_20 -X_OCT,LEO_54 -Y_OCT,1,16-Feb-2023 01:13:30,16-Feb-2023 01:24:30,660,0.0916666666666667,7791281.9439,5414634.7676,30,LEO_20 -X_OCT--LEO_54 -Y_OCT--1,LEO_LEO
LEO_21 -X_OCT,LEO_55 -Y_OCT,1,16-Feb-2023 00:59:30,16-Feb-2023 01:10:30,660,0.0916666666666667,7656369.1853,5420829.3068,30,LEO_21 -X_OCT--LEO_55 -Y_OCT--1,LEO_LEO
LEO_22 -X_OCT,LEO_56 +Y_OCT,2,16-Feb-2023 01:40:30,16-Feb-2023 01:51:30,660,0.0916666666666667,7642554.8064,5419651.3512,30,LEO_22 -X_OCT--LEO_56 +Y_OCT--2,LEO_LEO
LEO_23 -X_OCT,LEO_49 -Y_OCT,1,16-Feb-2023 00:32:30,16-Feb-2023 00:43:30,660,0.0916666666666667,7805201.597,5414061.3401,30,LEO_23 -X_OCT--LEO_49 -Y_OCT--1,LEO_LEO
LEO_24 -X_OCT,LEO_50 +Y_OCT,1,16-Feb-2023 01:13:30,16-Feb-2023 01:24:30,660,0.0916666666666667,7791281.9439,5414634.7676,30,LEO_24 -X_OCT--LEO_50 +Y_OCT--1,LEO_LEO
LEO_24 -X_OCT,LEO_50 -Y_OCT,1,16-Feb-2023 00:18:30,16-Feb-2023 00:29:30,660,0.0916666666666667,7670194.6209,5422096.8773,30,LEO_24 -X_OCT--LEO_50 -Y_OCT--1,LEO_LEO
LEO_25 -X_OCT,LEO_59 -Y_OCT,1,16-Feb-2023 00:03:30,16-Feb-2023 00:14:30,660,0.0916666666666667,7832590.2886,5413196.5932,30,LEO_25 -X_OCT--LEO_59 -Y_OCT--1,LEO_LEO
LEO_26 -X_OCT,LEO_60 +Y_OCT,1,16-Feb-2023 00:44:30,16-Feb-2023 00:55:30,660,0.0916666666666667,7818654.469,5413592.9632,30,LEO_26 -X_OCT--LEO_60 +Y_OCT--1,LEO_LEO
LEO_27 -X_OCT,LEO_61 +Y_OCT,1,16-Feb-2023 00:30:30,16-Feb-2023 00:41:30,660,0.0916666666666667,7683558.8199,5422141.7621,30,LEO_27 -X_OCT--LEO_61 +Y_OCT--1,LEO_LEO
LEO_27 -X_OCT,LEO_61 -Y_OCT,1,16-Feb-2023 01:25:30,16-Feb-2023 01:36:30,660,0.0916666666666667,7804726.7543,5414079.4128,30,LEO_27 -X_OCT--LEO_61 -Y_OCT--1,LEO_LEO
LEO_28 -X_OCT,LEO_62 -Y_OCT,1,16-Feb-2023 01:11:30,16-Feb-2023 01:22:30,660,0.0916666666666667,7669722.9509,5422052.1741,30,LEO_28 -X_OCT--LEO_62 -Y_OCT--1,LEO_LEO
LEO_29 -X_OCT,LEO_63 +Y_OCT,1,16-Feb-2023 00:03:30,16-Feb-2023 00:14:30,660,0.0916666666666667,7832590.2886,5413196.5932,30,LEO_29 -X_OCT--LEO_63 +Y_OCT--1,LEO_LEO
LEO_30 -X_OCT,LEO_64 -Y_OCT,1,16-Feb-2023 00:44:30,16-Feb-2023 00:55:30,660,0.0916666666666667,7818654.469,5413592.9632,30,LEO_30 -X_OCT--LEO_64 -Y_OCT--1,LEO_LEO
LEO_31 -X_OCT,LEO_57 +Y_OCT,1,16-Feb-2023 01:25:30,16-Feb-2023 01:36:30,660,0.0916666666666667,7804726.7543,5414079.4128,30,LEO_31 -X_OCT--LEO_57 +Y_OCT--1,LEO_LEO
LEO_31 -X_OCT,LEO_57 -Y_OCT,1,16-Feb-2023 00:30:30,16-Feb-2023 00:41:30,660,0.0916666666666667,7683558.8199,5422141.7621,30,LEO_31 -X_OCT--LEO_57 -Y_OCT--1,LEO_LEO
LEO_32 -X_OCT,LEO_58 +Y_OCT,1,16-Feb-2023 01:11:30,16-Feb-2023 01:22:30,660,0.0916666666666667,7669722.9509,5422052.1741,30,LEO_32 -X_OCT--LEO_58 +Y_OCT--1,LEO_LEO
LEO_1 +Y_OCT,LEO_35 +X_OCT,1,16-Feb-2023 00:55:30,16-Feb-2023 01:06:30,660,0.0916666666666667,7873967.7851,5412550.9997,30,LEO_1 +Y_OCT--LEO_35 +X_OCT--1,LEO_LEO
LEO_1 +Y_OCT,LEO_35 +Y_OCT,1,16-Feb-2023 00:59:30,16-Feb-2023 01:10:30,660,0.0916666666666667,6343129.5591,5412550.8809,30,LEO_1 +Y_OCT--LEO_35 +Y_OCT--1,LEO_LEO
LEO_1 +Y_OCT,LEO_38 -X_OCT,1,16-Feb-2023 01:37:30,16-Feb-2023 01:48:30,660,0.0916666666666667,7818179.3554,5413608.0692,30,LEO_1 +Y_OCT--LEO_38 -X_OCT--1,LEO_LEO
LEO_1 +Y_OCT,LEO_41 +Y_OCT,2,16-Feb-2023 01:12:30,16-Feb-2023 01:23:30,660,0.0916666666666667,7974550.2249,7322762.1328,30,LEO_1 +Y_OCT--LEO_41 +Y_OCT--2,LEO_LEO
LEO_2 +Y_OCT,LEO_36 +X_OCT,2,16-Feb-2023 00:42:30,16-Feb-2023 00:53:30,660,0.0916666666666667,7590229.188,5415997.3258,30,LEO_2 +Y_OCT--LEO_36 +X_OCT--2,LEO_LEO
LEO_2 +Y_OCT,LEO_39 -X_OCT,1,16-Feb-2023 01:23:30,16-Feb-2023 01:34:30,660,0.0916666666666667,7683086.7982,5422186.6738,30,LEO_2 +Y_OCT--LEO_39 -X_OCT--1,LEO_LEO
LEO_2 +Y_OCT,LEO_42 +Y_OCT,2,16-Feb-2023 00:58:30,16-Feb-2023 01:09:30,660,0.0916666666666667,7952826.3089,7321979.4613,30,LEO_2 +Y_OCT--LEO_42 +Y_OCT--2,LEO_LEO
LEO_3 +Y_OCT,LEO_26 +Y_OCT,2,16-Feb-2023 00:53:30,16-Feb-2023 01:04:30,660,0.0916666666666667,7930110.5607,7321646.903,30,LEO_3 +Y_OCT--LEO_26 +Y_OCT--2,LEO_LEO
LEO_3 +Y_OCT,LEO_37 +X_OCT,2,16-Feb-2023 00:28:30,16-Feb-2023 00:39:30,660,0.0916666666666667,7724655.6281,5418634.5225,30,LEO_3 +Y_OCT--LEO_37 +X_OCT--2,LEO_LEO
LEO_4 +Y_OCT,LEO_27 +Y_OCT,1,16-Feb-2023 00:39:30,16-Feb-2023 00:50:30,660,0.0916666666666667,7997895.1051,7324088.9823,30,LEO_4 +Y_OCT--LEO_27 +Y_OCT--1,LEO_LEO
LEO_4 +Y_OCT,LEO_33 -X_OCT,1,16-Feb-2023 00:56:30,16-Feb-2023 01:07:30,660,0.0916666666666667,7832114.9026,5413208.6268,30,LEO_4 +Y_OCT--LEO_33 -X_OCT--1,LEO_LEO
LEO_4 +Y_OCT,LEO_38 +X_OCT,1,16-Feb-2023 00:14:30,16-Feb-2023 00:25:30,660,0.0916666666666667,7860009.3601,5412680.075,30,LEO_4 +Y_OCT--LEO_38 +X_OCT--1,LEO_LEO
LEO_4 +Y_OCT,LEO_38 +Y_OCT,1,16-Feb-2023 00:18:30,16-Feb-2023 00:29:30,660,0.0916666666666667,6354193.0843,5412679.9535,30,LEO_4 +Y_OCT--LEO_38 +Y_OCT--1,LEO_LEO
LEO_4 +Y_OCT,LEO_44 +Y_OCT,2,16-Feb-2023 00:31:30,16-Feb-2023 00:42:30,660,0.0916666666666667,7982296.4695,7323147.5952,30,LEO_4 +Y_OCT--LEO_44 +Y_OCT--2,LEO_LEO
LEO_5 +Y_OCT,LEO_34 -X_OCT,1,16-Feb-2023 00:42:30,16-Feb-2023 00:53:30,660,0.0916666666666667,7696932.8599,5420912.9886,30,LEO_5 +Y_OCT--LEO_34 -X_OCT--1,LEO_LEO
LEO_5 +Y_OCT,LEO_45 +Y_OCT,2,16-Feb-2023 00:17:30,16-Feb-2023 00:28:30,660,0.0916666666666667,7945217.8279,7321811.7303,30,LEO_5 +Y_OCT--LEO_45 +Y_OCT--2,LEO_LEO
LEO_6 +Y_OCT,LEO_29 +Y_OCT,2,16-Feb-2023 00:12:30,16-Feb-2023 00:23:30,660,0.0916666666666667,7937645.8404,7321700.8762,30,LEO_6 +Y_OCT--LEO_29 +Y_OCT--2,LEO_LEO
LEO_6 +Y_OCT,LEO_40 +X_OCT,1,16-Feb-2023 01:36:30,16-Feb-2023 01:47:30,660,0.0916666666666667,7887933.353,5412512.0711,30,LEO_6 +Y_OCT--LEO_40 +X_OCT--1,LEO_LEO
LEO_6 +Y_OCT,LEO_40 +Y_OCT,2,16-Feb-2023 01:40:30,16-Feb-2023 01:51:30,660,0.0916666666666667,6333611.6109,5412511.955,30,LEO_6 +Y_OCT--LEO_40 +Y_OCT--2,LEO_LEO
LEO_7 +Y_OCT,LEO_30 +Y_OCT,4,16-Feb-2023 01:48:30,16-Feb-2023 01:59:30,660,0.0916666666666667,7997093.747,7324035.3116,30,LEO_7 +Y_OCT--LEO_30 +Y_OCT--4,LEO_LEO
LEO_7 +Y_OCT,LEO_33 +X_OCT,2,16-Feb-2023 01:23:30,16-Feb-2023 01:34:30,660,0.0916666666666667,7603999.2197,5416834.5204,30,LEO_7 +Y_OCT--LEO_33 +X_OCT--2,LEO_LEO
LEO_7 +Y_OCT,LEO_36 -X_OCT,1,16-Feb-2023 00:15:30,16-Feb-2023 00:26:30,660,0.0916666666666667,7846058.3186,5412899.2888,30,LEO_7 +Y_OCT--LEO_36 -X_OCT--1,LEO_LEO
LEO_7 +Y_OCT,LEO_36 +Y_OCT,1,16-Feb-2023 00:11:30,16-Feb-2023 00:22:30,660,0.0916666666666667,6365301.4338,5412899.1646,30,LEO_7 +Y_OCT--LEO_36 +Y_OCT--1,LEO_LEO
LEO_7 +Y_OCT,LEO_47 +Y_OCT,3,16-Feb-2023 01:39:30,16-Feb-2023 01:50:30,660,0.0916666666666667,7960471.0686,7322204.0627,30,LEO_7 +Y_OCT--LEO_47 +Y_OCT--3,LEO_LEO
LEO_8 +Y_OCT,LEO_31 +Y_OCT,2,16-Feb-2023 01:34:30,16-Feb-2023 01:45:30,660,0.0916666666666667,7930879.7988,7321649.8129,30,LEO_8 +Y_OCT--LEO_31 +Y_OCT--2,LEO_LEO
LEO_8 +Y_OCT,LEO_34 +X_OCT,2,16-Feb-2023 01:09:30,16-Feb-2023 01:20:30,660,0.0916666666666667,7738531.8249,5417629.8877,30,LEO_8 +Y_OCT--LEO_34 +X_OCT--2,LEO_LEO
LEO_8 +Y_OCT,LEO_37 -X_OCT,1,16-Feb-2023 00:01:30,16-Feb-2023 00:12:30,660,0.0916666666666667,7710789.2217,5419728.9129,30,LEO_8 +Y_OCT--LEO_37 -X_OCT--1,LEO_LEO
LEO_9 +Y_OCT,LEO_46 -X_OCT,1,16-Feb-2023 01:35:30,16-Feb-2023 01:46:30,660,0.0916666666666667,7696460.4946,5420954.9499,30,LEO_9 +Y_OCT--LEO_46 -X_OCT--1,LEO_LEO
LEO_9 +Y_OCT,LEO_49 +Y_OCT,2,16-Feb-2023 01:10:30,16-Feb-2023 01:21:30,660,0.0916666666666667,7945476.7012,7321816.5138,30,LEO_9 +Y_OCT--LEO_49 +Y_OCT--2,LEO_LEO
LEO_10 +Y_OCT,LEO_33 +Y_OCT,2,16-Feb-2023 01:05:30,16-Feb-2023 01:16:30,660,0.0916666666666667,7937388.2579,7321698.0987,30,LEO_10 +Y_OCT--LEO_33 +Y_OCT--2,LEO_LEO
LEO_10 +Y_OCT,LEO_44 +X_OCT,2,16-Feb-2023 00:40:30,16-Feb-2023 00:51:30,660,0.0916666666666667,7711261.9457,5419690.1132,30,LEO_10 +Y_OCT--LEO_44 +X_OCT--2,LEO_LEO
LEO_11 +Y_OCT,LEO_34 +Y_OCT,1,16-Feb-2023 00:51:30,16-Feb-2023 01:02:30,660,0.0916666666666667,7990344.1711,7323605.9692,30,LEO_11 +Y_OCT--LEO_34 +Y_OCT--1,LEO_LEO
LEO_11 +Y_OCT,LEO_45 +X_OCT,1,16-Feb-2023 00:26:30,16-Feb-2023 00:37:30,660,0.0916666666666667,7846533.9686,5412890.3284,30,LEO_11 +Y_OCT--LEO_45 +X_OCT--1,LEO_LEO
LEO_11 +Y_OCT,LEO_45 +Y_OCT,1,16-Feb-2023 00:30:30,16-Feb-2023 00:41:30,660,0.0916666666666667,6364921.8702,5412890.2044,30,LEO_11 +Y_OCT--LEO_45 +Y_OCT--1,LEO_LEO
LEO_11 +Y_OCT,LEO_48 -X_OCT,1,16-Feb-2023 01:08:30,16-Feb-2023 01:19:30,660,0.0916666666666667,7845582.6773,5412908.3539,30,LEO_11 +Y_OCT--LEO_48 -X_OCT--1,LEO_LEO
