Source,Target,IntervalNumber,StartTime,EndTime,Duration,DurationRatio,RangeMax,RangeMin,RangeRate,LinkID,LinkType
LEO_33 -Y_OCT,LEO_60 +X_OCT,1,16-Feb-2023 01:42:30,16-Feb-2023 01:44:30,120,0.0166666666666667,8160816.1572,8007225.9004,20,LEO_33 -Y_OCT--LEO_60 +X_OCT--1,LEO_LEO
LEO_33 -Y_OCT,LEO_60 -Y_OCT,3,16-Feb-2023 01:42:30,16-Feb-2023 01:44:30,120,0.0166666666666667,8160816.2266,8007225.9241,20,LEO_33 -Y_OCT--LEO_60 -Y_OCT--3,LEO_LEO
LEO_34 -Y_OCT,LEO_50 -X_OCT,1,16-Feb-2023 00:00:30,16-Feb-2023 00:02:30,120,0.0166666666666667,8137885.9893,8041099.9336,20,LEO_34 -Y_OCT--LEO_50 -X_OCT--1,LEO_LEO
LEO_34 -Y_OCT,LEO_50 -X_OCT,6,16-Feb-2023 01:57:30,16-Feb-2023 01:59:30,120,0.0166666666666667,8173792.5391,8069453.2527,20,LEO_34 -Y_OCT--LEO_50 -X_OCT--6,LEO_LEO
LEO_34 -Y_OCT,LEO_50 -Y_OCT,1,16-Feb-2023 00:00:30,16-Feb-2023 00:02:30,120,0.0166666666666667,8137885.9124,8041099.8861,20,LEO_34 -Y_OCT--LEO_50 -Y_OCT--1,LEO_LEO
LEO_34 -Y_OCT,LEO_50 -Y_OCT,3,16-Feb-2023 00:07:30,16-Feb-2023 00:09:30,120,0.0166666666666667,8110609.3579,8020079.3532,20,LEO_34 -Y_OCT--LEO_50 -Y_OCT--3,LEO_LEO
LEO_34 -Y_OCT,LEO_56 +Y_OCT,3,16-Feb-2023 00:49:30,16-Feb-2023 00:51:30,120,0.0166666666666667,8145662.9644,8031413.1662,20,LEO_34 -Y_OCT--LEO_56 +Y_OCT--3,LEO_LEO
LEO_34 -Y_OCT,LEO_56 -Y_OCT,1,16-Feb-2023 01:12:30,16-Feb-2023 01:14:30,120,0.0166666666666667,1493792.3671,1491158.7447,30,LEO_34 -Y_OCT--LEO_56 -Y_OCT--1,LEO_LEO
LEO_34 -Y_OCT,LEO_61 -Y_OCT,3,16-Feb-2023 01:35:30,16-Feb-2023 01:37:30,120,0.0166666666666667,8154505.0001,8002398.5659,20,LEO_34 -Y_OCT--LEO_61 -Y_OCT--3,LEO_LEO
LEO_35 -Y_OCT,LEO_49 +Y_OCT,2,16-Feb-2023 00:27:30,16-Feb-2023 00:29:30,120,0.0166666666666667,8179834.7727,8074699.3125,20,LEO_35 -Y_OCT--LEO_49 +Y_OCT--2,LEO_LEO
LEO_35 -Y_OCT,LEO_49 +Y_OCT,3,16-Feb-2023 00:35:30,16-Feb-2023 00:37:30,120,0.0166666666666667,8176976.9497,8071042.7605,20,LEO_35 -Y_OCT--LEO_49 +Y_OCT--3,LEO_LEO
LEO_35 -Y_OCT,LEO_51 -X_OCT,1,16-Feb-2023 01:36:30,16-Feb-2023 01:38:30,120,0.0166666666666667,8110841.362,8020255.9946,20,LEO_35 -Y_OCT--LEO_51 -X_OCT--1,LEO_LEO
LEO_35 -Y_OCT,LEO_51 -X_OCT,3,16-Feb-2023 01:43:30,16-Feb-2023 01:45:30,120,0.0166666666666667,8137640.3821,8040908.5212,20,LEO_35 -Y_OCT--LEO_51 -X_OCT--3,LEO_LEO
LEO_35 -Y_OCT,LEO_51 -Y_OCT,1,16-Feb-2023 01:36:30,16-Feb-2023 01:38:30,120,0.0166666666666667,8110841.2924,8020255.955,20,LEO_35 -Y_OCT--LEO_51 -Y_OCT--1,LEO_LEO
LEO_35 -Y_OCT,LEO_51 -Y_OCT,3,16-Feb-2023 01:43:30,16-Feb-2023 01:45:30,120,0.0166666666666667,8137640.5865,8040908.6915,20,LEO_35 -Y_OCT--LEO_51 -Y_OCT--3,LEO_LEO
LEO_36 -Y_OCT,LEO_50 +Y_OCT,2,16-Feb-2023 00:13:30,16-Feb-2023 00:15:30,120,0.0166666666666667,8148779.4851,8035324.4395,20,LEO_36 -Y_OCT--LEO_50 +Y_OCT--2,LEO_LEO
LEO_36 -Y_OCT,LEO_52 -X_OCT,1,16-Feb-2023 01:22:30,16-Feb-2023 01:24:30,120,0.0166666666666667,8145131.3954,8046762.9272,20,LEO_36 -Y_OCT--LEO_52 -X_OCT--1,LEO_LEO
LEO_36 -Y_OCT,LEO_52 -Y_OCT,1,16-Feb-2023 01:22:30,16-Feb-2023 01:24:30,120,0.0166666666666667,8145131.3167,8046762.8776,20,LEO_36 -Y_OCT--LEO_52 -Y_OCT--1,LEO_LEO
LEO_36 -Y_OCT,LEO_52 -Y_OCT,3,16-Feb-2023 01:29:30,16-Feb-2023 01:31:30,120,0.0166666666666667,8103861.713,8014958.7749,20,LEO_36 -Y_OCT--LEO_52 -Y_OCT--3,LEO_LEO
LEO_36 -Y_OCT,LEO_63 +X_OCT,1,16-Feb-2023 01:01:30,16-Feb-2023 01:03:30,120,0.0166666666666667,8155088.5427,8002844.189,20,LEO_36 -Y_OCT--LEO_63 +X_OCT--1,LEO_LEO
LEO_36 -Y_OCT,LEO_63 -Y_OCT,1,16-Feb-2023 01:01:30,16-Feb-2023 01:03:30,120,0.0166666666666667,8155088.6107,8002844.211,20,LEO_36 -Y_OCT--LEO_63 -Y_OCT--1,LEO_LEO
LEO_37 -Y_OCT,LEO_51 +Y_OCT,3,16-Feb-2023 00:08:30,16-Feb-2023 00:10:30,120,0.0166666666666667,8142290.8164,8027188.5324,20,LEO_37 -Y_OCT--LEO_51 +Y_OCT--3,LEO_LEO
LEO_37 -Y_OCT,LEO_51 +Y_OCT,6,16-Feb-2023 01:49:30,16-Feb-2023 01:51:30,120,0.0166666666666667,8173670.2001,8066820.802,20,LEO_37 -Y_OCT--LEO_51 +Y_OCT--6,LEO_LEO
LEO_37 -Y_OCT,LEO_51 +Y_OCT,7,16-Feb-2023 01:57:30,16-Feb-2023 01:59:30,120,0.0166666666666667,8183080.4137,8078861.0634,20,LEO_37 -Y_OCT--LEO_51 +Y_OCT--7,LEO_LEO
LEO_37 -Y_OCT,LEO_51 -Y_OCT,1,16-Feb-2023 00:31:30,16-Feb-2023 00:33:30,120,0.0166666666666667,1493618.7848,1491321.4738,30,LEO_37 -Y_OCT--LEO_51 -Y_OCT--1,LEO_LEO
LEO_37 -Y_OCT,LEO_52 -X_OCT,2,16-Feb-2023 01:38:30,16-Feb-2023 01:40:30,120,0.0166666666666667,8194104.6313,8000785.9247,20,LEO_37 -Y_OCT--LEO_52 -X_OCT--2,LEO_LEO
LEO_37 -Y_OCT,LEO_52 +Y_OCT,4,16-Feb-2023 01:38:30,16-Feb-2023 01:40:30,120,0.0166666666666667,8194104.5924,8000785.911,20,LEO_37 -Y_OCT--LEO_52 +Y_OCT--4,LEO_LEO
LEO_37 -Y_OCT,LEO_53 -X_OCT,3,16-Feb-2023 01:16:30,16-Feb-2023 01:18:30,120,0.0166666666666667,8177640.5235,8072532.2904,20,LEO_37 -Y_OCT--LEO_53 -X_OCT--3,LEO_LEO
LEO_37 -Y_OCT,LEO_64 -Y_OCT,3,16-Feb-2023 00:54:30,16-Feb-2023 00:56:30,120,0.0166666666666667,8160228.3033,8006775.4814,20,LEO_37 -Y_OCT--LEO_64 -Y_OCT--3,LEO_LEO
LEO_38 -Y_OCT,LEO_52 +Y_OCT,3,16-Feb-2023 01:35:30,16-Feb-2023 01:37:30,120,0.0166666666666667,8142059.7778,8026899.3657,20,LEO_38 -Y_OCT--LEO_52 +Y_OCT--3,LEO_LEO
LEO_38 -Y_OCT,LEO_54 -X_OCT,1,16-Feb-2023 00:55:30,16-Feb-2023 00:57:30,120,0.0166666666666667,8107452.8745,8017679.7912,20,LEO_38 -Y_OCT--LEO_54 -X_OCT--1,LEO_LEO
LEO_38 -Y_OCT,LEO_54 -X_OCT,3,16-Feb-2023 01:02:30,16-Feb-2023 01:04:30,120,0.0166666666666667,8141248.8776,8043724.4702,20,LEO_38 -Y_OCT--LEO_54 -X_OCT--3,LEO_LEO
LEO_38 -Y_OCT,LEO_54 -Y_OCT,1,16-Feb-2023 00:55:30,16-Feb-2023 00:57:30,120,0.0166666666666667,8107452.8058,8017679.7526,20,LEO_38 -Y_OCT--LEO_54 -Y_OCT--1,LEO_LEO
LEO_38 -Y_OCT,LEO_54 -Y_OCT,3,16-Feb-2023 01:02:30,16-Feb-2023 01:04:30,120,0.0166666666666667,8141249.0831,8043724.6416,20,LEO_38 -Y_OCT--LEO_54 -Y_OCT--3,LEO_LEO
LEO_39 -Y_OCT,LEO_53 +Y_OCT,4,16-Feb-2023 01:30:30,16-Feb-2023 01:32:30,120,0.0166666666666667,8149006.6397,8035609.7846,20,LEO_39 -Y_OCT--LEO_53 +Y_OCT--4,LEO_LEO
LEO_39 -Y_OCT,LEO_53 -Y_OCT,2,16-Feb-2023 01:53:30,16-Feb-2023 01:55:30,120,0.0166666666666667,1496421.935,1488858.2597,30,LEO_39 -Y_OCT--LEO_53 -Y_OCT--2,LEO_LEO
LEO_39 -Y_OCT,LEO_55 -X_OCT,1,16-Feb-2023 00:41:30,16-Feb-2023 00:43:30,120,0.0166666666666667,8141496.1948,8043917.7531,20,LEO_39 -Y_OCT--LEO_55 -X_OCT--1,LEO_LEO
LEO_39 -Y_OCT,LEO_55 -Y_OCT,1,16-Feb-2023 00:41:30,16-Feb-2023 00:43:30,120,0.0166666666666667,8141496.1169,8043917.7046,20,LEO_39 -Y_OCT--LEO_55 -Y_OCT--1,LEO_LEO
LEO_39 -Y_OCT,LEO_55 -Y_OCT,3,16-Feb-2023 00:48:30,16-Feb-2023 00:50:30,120,0.0166666666666667,8107222.629,8017505.059,20,LEO_39 -Y_OCT--LEO_55 -Y_OCT--3,LEO_LEO
LEO_40 -Y_OCT,LEO_54 +Y_OCT,2,16-Feb-2023 01:08:30,16-Feb-2023 01:10:30,120,0.0166666666666667,8176766.7848,8070774.1439,20,LEO_40 -Y_OCT--LEO_54 +Y_OCT--2,LEO_LEO
LEO_40 -Y_OCT,LEO_54 +Y_OCT,3,16-Feb-2023 01:16:30,16-Feb-2023 01:18:30,120,0.0166666666666667,8180042.9866,8074966.0069,20,LEO_40 -Y_OCT--LEO_54 +Y_OCT--3,LEO_LEO
LEO_40 -Y_OCT,LEO_56 -X_OCT,3,16-Feb-2023 00:35:30,16-Feb-2023 00:37:30,120,0.0166666666666667,8181512.6532,8075637.9808,20,LEO_40 -Y_OCT--LEO_56 -X_OCT--3,LEO_LEO
LEO_40 -Y_OCT,LEO_59 -Y_OCT,3,16-Feb-2023 00:13:30,16-Feb-2023 00:15:30,120,0.0166666666666667,8165993.6831,8011199.2259,20,LEO_40 -Y_OCT--LEO_59 -Y_OCT--3,LEO_LEO
LEO_41 -Y_OCT,LEO_57 -X_OCT,1,16-Feb-2023 00:12:30,16-Feb-2023 00:14:30,120,0.0166666666666667,8134422.7145,8038404.2471,20,LEO_41 -Y_OCT--LEO_57 -X_OCT--1,LEO_LEO
LEO_41 -Y_OCT,LEO_57 -Y_OCT,1,16-Feb-2023 00:12:30,16-Feb-2023 00:14:30,120,0.0166666666666667,8134422.6385,8038404.2006,20,LEO_41 -Y_OCT--LEO_57 -Y_OCT--1,LEO_LEO
LEO_41 -Y_OCT,LEO_57 -Y_OCT,3,16-Feb-2023 00:19:30,16-Feb-2023 00:21:30,120,0.0166666666666667,8113905.0198,8022592.3892,20,LEO_41 -Y_OCT--LEO_57 -Y_OCT--3,LEO_LEO
LEO_41 -Y_OCT,LEO_63 +Y_OCT,3,16-Feb-2023 01:01:30,16-Feb-2023 01:03:30,120,0.0166666666666667,8142406.286,8027333.0669,20,LEO_41 -Y_OCT--LEO_63 +Y_OCT--3,LEO_LEO
LEO_41 -Y_OCT,LEO_63 -Y_OCT,1,16-Feb-2023 01:24:30,16-Feb-2023 01:26:30,120,0.0166666666666667,1493532.2706,1491403.1165,30,LEO_41 -Y_OCT--LEO_63 -Y_OCT--1,LEO_LEO
LEO_42 -Y_OCT,LEO_58 -X_OCT,3,16-Feb-2023 00:06:30,16-Feb-2023 00:08:30,120,0.0166666666666667,8189194.904,8081820.8565,20,LEO_42 -Y_OCT--LEO_58 -X_OCT--3,LEO_LEO
LEO_42 -Y_OCT,LEO_58 -X_OCT,4,16-Feb-2023 01:48:30,16-Feb-2023 01:50:30,120,0.0166666666666667,8107568.008,8017767.1869,20,LEO_42 -Y_OCT--LEO_58 -X_OCT--4,LEO_LEO
LEO_42 -Y_OCT,LEO_58 -X_OCT,6,16-Feb-2023 01:55:30,16-Feb-2023 01:57:30,120,0.0166666666666667,8141125.4043,8043627.9865,20,LEO_42 -Y_OCT--LEO_58 -X_OCT--6,LEO_LEO
LEO_42 -Y_OCT,LEO_58 -Y_OCT,4,16-Feb-2023 01:48:30,16-Feb-2023 01:50:30,120,0.0166666666666667,8107567.9392,8017767.1483,20,LEO_42 -Y_OCT--LEO_58 -Y_OCT--4,LEO_LEO
LEO_42 -Y_OCT,LEO_58 -Y_OCT,6,16-Feb-2023 01:55:30,16-Feb-2023 01:57:30,120,0.0166666666666667,8141125.6098,8043628.1579,20,LEO_42 -Y_OCT--LEO_58 -Y_OCT--6,LEO_LEO
LEO_42 -Y_OCT,LEO_64 +Y_OCT,2,16-Feb-2023 00:39:30,16-Feb-2023 00:41:30,120,0.0166666666666667,8182770.9705,8078463.8574,20,LEO_42 -Y_OCT--LEO_64 +Y_OCT--2,LEO_LEO
LEO_42 -Y_OCT,LEO_64 +Y_OCT,3,16-Feb-2023 00:47:30,16-Feb-2023 00:49:30,120,0.0166666666666667,8173988.3227,8067226.5594,20,LEO_42 -Y_OCT--LEO_64 +Y_OCT--3,LEO_LEO
LEO_43 -Y_OCT,LEO_57 +Y_OCT,2,16-Feb-2023 00:25:30,16-Feb-2023 00:27:30,120,0.0166666666666667,8151983.9623,8039353.1729,20,LEO_43 -Y_OCT--LEO_57 +Y_OCT--2,LEO_LEO
LEO_43 -Y_OCT,LEO_59 -X_OCT,1,16-Feb-2023 01:34:30,16-Feb-2023 01:36:30,120,0.0166666666666667,8141619.7553,8044014.3323,20,LEO_43 -Y_OCT--LEO_59 -X_OCT--1,LEO_LEO
LEO_43 -Y_OCT,LEO_59 -Y_OCT,1,16-Feb-2023 01:34:30,16-Feb-2023 01:36:30,120,0.0166666666666667,8141619.6775,8044014.2838,20,LEO_43 -Y_OCT--LEO_59 -Y_OCT--1,LEO_LEO
LEO_43 -Y_OCT,LEO_59 -Y_OCT,3,16-Feb-2023 01:41:30,16-Feb-2023 01:43:30,120,0.0166666666666667,8107107.5856,8017417.761,20,LEO_43 -Y_OCT--LEO_59 -Y_OCT--3,LEO_LEO
LEO_44 -Y_OCT,LEO_58 +Y_OCT,3,16-Feb-2023 00:20:30,16-Feb-2023 00:22:30,120,0.0166666666666667,8139006.649,8023081.3892,20,LEO_44 -Y_OCT--LEO_58 +Y_OCT--3,LEO_LEO
LEO_44 -Y_OCT,LEO_58 -Y_OCT,1,16-Feb-2023 00:43:30,16-Feb-2023 00:45:30,120,0.0166666666666667,1496145.6439,1489086.2711,30,LEO_44 -Y_OCT--LEO_58 -Y_OCT--1,LEO_LEO
LEO_44 -Y_OCT,LEO_60 -X_OCT,3,16-Feb-2023 01:28:30,16-Feb-2023 01:30:30,120,0.0166666666666667,8181380.2047,8075531.6288,20,LEO_44 -Y_OCT--LEO_60 -X_OCT--3,LEO_LEO
LEO_45 -Y_OCT,LEO_59 +Y_OCT,2,16-Feb-2023 00:06:30,16-Feb-2023 00:08:30,120,0.0166666666666667,8170866.0773,8063247.9401,20,LEO_45 -Y_OCT--LEO_59 +Y_OCT--2,LEO_LEO
LEO_45 -Y_OCT,LEO_59 +Y_OCT,5,16-Feb-2023 01:47:30,16-Feb-2023 01:49:30,120,0.0166666666666667,8145319.2692,8030982.2326,20,LEO_45 -Y_OCT--LEO_59 +Y_OCT--5,LEO_LEO
LEO_45 -Y_OCT,LEO_61 -X_OCT,1,16-Feb-2023 01:07:30,16-Feb-2023 01:09:30,120,0.0166666666666667,8104204.4464,8015218.0332,20,LEO_45 -Y_OCT--LEO_61 -X_OCT--1,LEO_LEO
LEO_45 -Y_OCT,LEO_61 -X_OCT,3,16-Feb-2023 01:14:30,16-Feb-2023 01:16:30,120,0.0166666666666667,8144758.0496,8046470.363,20,LEO_45 -Y_OCT--LEO_61 -X_OCT--3,LEO_LEO
LEO_45 -Y_OCT,LEO_61 -Y_OCT,1,16-Feb-2023 01:07:30,16-Feb-2023 01:09:30,120,0.0166666666666667,8104204.3786,8015217.9956,20,LEO_45 -Y_OCT--LEO_61 -Y_OCT--1,LEO_LEO
LEO_45 -Y_OCT,LEO_61 -Y_OCT,3,16-Feb-2023 01:14:30,16-Feb-2023 01:16:30,120,0.0166666666666667,8144758.2562,8046470.5355,20,LEO_45 -Y_OCT--LEO_61 -Y_OCT--3,LEO_LEO
LEO_46 -Y_OCT,LEO_60 +Y_OCT,4,16-Feb-2023 01:42:30,16-Feb-2023 01:44:30,120,0.0166666666666667,8145777.4632,8031556.7456,20,LEO_46 -Y_OCT--LEO_60 +Y_OCT--4,LEO_LEO
LEO_46 -Y_OCT,LEO_62 -X_OCT,1,16-Feb-2023 00:53:30,16-Feb-2023 00:55:30,120,0.0166666666666667,8138008.696,8041195.5788,20,LEO_46 -Y_OCT--LEO_62 -X_OCT--1,LEO_LEO
LEO_46 -Y_OCT,LEO_62 -Y_OCT,1,16-Feb-2023 00:53:30,16-Feb-2023 00:55:30,120,0.0166666666666667,8138008.6191,8041195.5313,20,LEO_46 -Y_OCT--LEO_62 -Y_OCT--1,LEO_LEO
LEO_46 -Y_OCT,LEO_62 -Y_OCT,3,16-Feb-2023 01:00:30,16-Feb-2023 01:02:30,120,0.0166666666666667,8110493.4355,8019991.1011,20,LEO_46 -Y_OCT--LEO_62 -Y_OCT--3,LEO_LEO
LEO_47 -Y_OCT,LEO_61 +Y_OCT,2,16-Feb-2023 01:20:30,16-Feb-2023 01:22:30,120,0.0166666666666667,8179730.6158,8074565.9161,20,LEO_47 -Y_OCT--LEO_61 +Y_OCT--2,LEO_LEO
LEO_47 -Y_OCT,LEO_61 +Y_OCT,3,16-Feb-2023 01:28:30,16-Feb-2023 01:30:30,120,0.0166666666666667,8177081.9823,8071177.0196,20,LEO_47 -Y_OCT--LEO_61 +Y_OCT--3,LEO_LEO
LEO_47 -Y_OCT,LEO_61 -Y_OCT,1,16-Feb-2023 00:02:30,16-Feb-2023 00:04:30,120,0.0166666666666667,1498916.9105,1486929.6778,30,LEO_47 -Y_OCT--LEO_61 -Y_OCT--1,LEO_LEO
LEO_47 -Y_OCT,LEO_63 -X_OCT,3,16-Feb-2023 00:47:30,16-Feb-2023 00:49:30,120,0.0166666666666667,8185275.5706,8078662.991,20,LEO_47 -Y_OCT--LEO_63 -X_OCT--3,LEO_LEO
LEO_48 -Y_OCT,LEO_62 +Y_OCT,2,16-Feb-2023 01:06:30,16-Feb-2023 01:08:30,120,0.0166666666666667,8148665.8581,8035181.718,20,LEO_48 -Y_OCT--LEO_62 +Y_OCT--2,LEO_LEO
LEO_48 -Y_OCT,LEO_64 -X_OCT,1,16-Feb-2023 00:26:30,16-Feb-2023 00:28:30,120,0.0166666666666667,8100866.7702,8012696.9467,20,LEO_48 -Y_OCT--LEO_64 -X_OCT--1,LEO_LEO
LEO_48 -Y_OCT,LEO_64 -X_OCT,3,16-Feb-2023 00:33:30,16-Feb-2023 00:35:30,120,0.0166666666666667,8148415.6129,8049340.0311,20,LEO_48 -Y_OCT--LEO_64 -X_OCT--3,LEO_LEO
LEO_48 -Y_OCT,LEO_64 -Y_OCT,1,16-Feb-2023 00:26:30,16-Feb-2023 00:28:30,120,0.0166666666666667,8100866.7034,8012696.9102,20,LEO_48 -Y_OCT--LEO_64 -Y_OCT--1,LEO_LEO
LEO_48 -Y_OCT,LEO_64 -Y_OCT,3,16-Feb-2023 00:33:30,16-Feb-2023 00:35:30,120,0.0166666666666667,8148415.8206,8049340.2048,20,LEO_48 -Y_OCT--LEO_64 -Y_OCT--3,LEO_LEO
LEO_5 +X_OCT,GS07061_OGT,1,16-Feb-2023 01:44:30,16-Feb-2023 01:46:30,120,0.0166666666666667,3014991.1625,2839408.7257,30,LEO_5 +X_OCT--GS07061_OGT--1,LEO_Ground
LEO_6 +X_OCT,GS06051_OGT,1,16-Feb-2023 01:27:30,16-Feb-2023 01:29:30,120,0.0166666666666667,3111413.1745,2935110.2624,30,LEO_6 +X_OCT--GS06051_OGT--1,LEO_Ground
LEO_6 +X_OCT,GS07062_OCT,1,16-Feb-2023 01:29:30,16-Feb-2023 01:31:30,120,0.0166666666666667,2921953.4175,2741628.8755,30,LEO_6 +X_OCT--GS07062_OCT--1,LEO_Ground
LEO_8 +X_OCT,GS06052_OCT,1,16-Feb-2023 00:58:30,16-Feb-2023 01:00:30,120,0.0166666666666667,2938279.6284,2752873.3035,30,LEO_8 +X_OCT--GS06052_OCT--1,LEO_Ground
LEO_11 +X_OCT,GS06052_OCT,1,16-Feb-2023 00:03:30,16-Feb-2023 00:05:30,120,0.0166666666666667,3124665.413,2932942.1545,30,LEO_11 +X_OCT--GS06052_OCT--1,LEO_Ground
LEO_15 +X_OCT,GS07062_OCT,1,16-Feb-2023 01:03:30,16-Feb-2023 01:05:30,120,0.0166666666666667,3120241.778,2925162.6766,30,LEO_15 +X_OCT--GS07062_OCT--1,LEO_Ground
LEO_16 +X_OCT,GS06051_OGT,1,16-Feb-2023 00:47:30,16-Feb-2023 00:49:30,120,0.0166666666666667,2986440.97,2788615.4241,30,LEO_16 +X_OCT--GS06051_OGT--1,LEO_Ground
LEO_19 +X_OCT,GS02011_OGT,1,16-Feb-2023 01:12:30,16-Feb-2023 01:14:30,120,0.0166666666666667,2971023.7921,2801115.5895,30,LEO_19 +X_OCT--GS02011_OGT--1,LEO_Ground
LEO_25 +X_OCT,GS01001_OGT,1,16-Feb-2023 01:30:30,16-Feb-2023 01:32:30,120,0.0166666666666667,2999796.4989,2795165.4452,30,LEO_25 +X_OCT--GS01001_OGT--1,LEO_Ground
LEO_25 +X_OCT,GS01002_OCT,1,16-Feb-2023 01:30:30,16-Feb-2023 01:32:30,120,0.0166666666666667,2999796.4989,2795165.4452,30,LEO_25 +X_OCT--GS01002_OCT--1,LEO_Ground
LEO_27 +X_OCT,GS06052_OCT,1,16-Feb-2023 01:29:30,16-Feb-2023 01:31:30,120,0.0166666666666667,3097521.7697,2932818.4966,30,LEO_27 +X_OCT--GS06052_OCT--1,LEO_Ground
LEO_28 +X_OCT,GS02011_OGT,1,16-Feb-2023 00:46:30,16-Feb-2023 00:48:30,120,0.0166666666666667,3037174.6537,2837885.2719,30,LEO_28 +X_OCT--GS02011_OGT--1,LEO_Ground
LEO_28 +X_OCT,GS02012_OCT,1,16-Feb-2023 00:46:30,16-Feb-2023 00:48:30,120,0.0166666666666667,3088192.9495,2900404.7281,30,LEO_28 +X_OCT--GS02012_OCT--1,LEO_Ground
LEO_28 +X_OCT,GS12111_OGT,1,16-Feb-2023 01:57:30,16-Feb-2023 01:59:30,120,0.0166666666666667,2956571.2433,2774525.3327,30,LEO_28 +X_OCT--GS12111_OGT--1,LEO_Ground
LEO_31 +X_OCT,GS07062_OCT,1,16-Feb-2023 00:29:30,16-Feb-2023 00:31:30,120,0.0166666666666667,2998760.56,2842691.4115,30,LEO_31 +X_OCT--GS07062_OCT--1,LEO_Ground
LEO_39 +X_OCT,GS06052_OCT,1,16-Feb-2023 00:20:30,16-Feb-2023 00:22:30,120,0.0166666666666667,3026575.0412,2842430.6109,30,LEO_39 +X_OCT--GS06052_OCT--1,LEO_Ground
LEO_40 +X_OCT,GS07062_OCT,1,16-Feb-2023 00:03:30,16-Feb-2023 00:05:30,120,0.0166666666666667,2914321.2764,2713072.5795,30,LEO_40 +X_OCT--GS07062_OCT--1,LEO_Ground
LEO_44 +X_OCT,GS02011_OGT,1,16-Feb-2023 00:12:30,16-Feb-2023 00:14:30,120,0.0166666666666667,3032778.7132,2869007.6932,30,LEO_44 +X_OCT--GS02011_OGT--1,LEO_Ground
LEO_5 -X_OCT,GS07061_OGT,2,16-Feb-2023 01:52:30,16-Feb-2023 01:54:30,120,0.0166666666666667,3106397.7177,2916414.2698,30,LEO_5 -X_OCT--GS07061_OGT--2,LEO_Ground
LEO_6 -X_OCT,GS07062_OCT,1,16-Feb-2023 01:37:30,16-Feb-2023 01:39:30,120,0.0166666666666667,3039794.7128,2840947.9192,30,LEO_6 -X_OCT--GS07062_OCT--1,LEO_Ground
LEO_7 -X_OCT,GS06051_OGT,1,16-Feb-2023 01:21:30,16-Feb-2023 01:23:30,120,0.0166666666666667,2983086.2066,2773924.1314,30,LEO_7 -X_OCT--GS06051_OGT--1,LEO_Ground
LEO_8 -X_OCT,GS06052_OCT,1,16-Feb-2023 01:06:30,16-Feb-2023 01:08:30,120,0.0166666666666667,3017469.6266,2819909.3031,30,LEO_8 -X_OCT--GS06052_OCT--1,LEO_Ground
LEO_11 -X_OCT,GS06052_OCT,1,16-Feb-2023 00:11:30,16-Feb-2023 00:13:30,120,0.0166666666666667,2947451.4966,2785252.6006,30,LEO_11 -X_OCT--GS06052_OCT--1,LEO_Ground
LEO_14 -X_OCT,GS12112_OCT,1,16-Feb-2023 00:03:30,16-Feb-2023 00:05:30,120,0.0166666666666667,3090500.7708,2913585.9426,30,LEO_14 -X_OCT--GS12112_OCT--1,LEO_Ground
LEO_17 -X_OCT,GS01001_OGT,1,16-Feb-2023 01:49:30,16-Feb-2023 01:51:30,120,0.0166666666666667,2979649.2661,2797788.8508,30,LEO_17 -X_OCT--GS01001_OGT--1,LEO_Ground
LEO_17 -X_OCT,GS01002_OCT,1,16-Feb-2023 01:49:30,16-Feb-2023 01:51:30,120,0.0166666666666667,2979649.2661,2797788.8508,30,LEO_17 -X_OCT--GS01002_OCT--1,LEO_Ground
LEO_19 -X_OCT,GS02012_OCT,1,16-Feb-2023 01:20:30,16-Feb-2023 01:22:30,120,0.0166666666666667,3062415.9281,2856299.6625,30,LEO_19 -X_OCT--GS02012_OCT--1,LEO_Ground
LEO_25 -X_OCT,GS07061_OGT,1,16-Feb-2023 00:07:30,16-Feb-2023 00:09:30,120,0.0166666666666667,2946220.3302,2743275.6696,30,LEO_25 -X_OCT--GS07061_OGT--1,LEO_Ground
LEO_26 -X_OCT,GS01001_OGT,1,16-Feb-2023 01:24:30,16-Feb-2023 01:26:30,120,0.0166666666666667,3124708.4205,2947379.2602,30,LEO_26 -X_OCT--GS01001_OGT--1,LEO_Ground
LEO_26 -X_OCT,GS01002_OCT,1,16-Feb-2023 01:24:30,16-Feb-2023 01:26:30,120,0.0166666666666667,3124708.4205,2947379.2602,30,LEO_26 -X_OCT--GS01002_OCT--1,LEO_Ground
LEO_28 -X_OCT,GS02012_OCT,1,16-Feb-2023 00:54:30,16-Feb-2023 00:56:30,120,0.0166666666666667,2982247.3217,2811490.5182,30,LEO_28 -X_OCT--GS02012_OCT--1,LEO_Ground
LEO_28 -X_OCT,GS06052_OCT,1,16-Feb-2023 01:22:30,16-Feb-2023 01:24:30,120,0.0166666666666667,2959546.3432,2785340.0268,30,LEO_28 -X_OCT--GS06052_OCT--1,LEO_Ground
LEO_29 -X_OCT,GS06051_OGT,1,16-Feb-2023 01:07:30,16-Feb-2023 01:09:30,120,0.0166666666666667,3126653.4094,2925000.5511,30,LEO_29 -X_OCT--GS06051_OGT--1,LEO_Ground
LEO_29 -X_OCT,GS12111_OGT,1,16-Feb-2023 01:50:30,16-Feb-2023 01:52:30,120,0.0166666666666667,3135407.3053,2981257.886,30,LEO_29 -X_OCT--GS12111_OGT--1,LEO_Ground
